Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;140;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;180,996;181;14;576;16;1;13;566;
;;102;139,667;26,7389;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;103;139,947;26,8663;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;104;139,667;26,8798;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;105;139,727;27,5036;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;106;139,727;27,5585;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;107;139,727;27,5964;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;108;139,727;27,6479;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;109;139,727;27,6776;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;110;139,727;27,8971;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;111;139,727;27,9258;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-1-20-111-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;112;139,947;28,1829;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;113;139,947;28,8211;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;114;139,947;28,8495;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;115;139,727;29,0769;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;116;139,727;29,1047;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;117;139,727;29,1191;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;118;139,947;29,3489;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;119;139,727;29,3947;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;120;139,727;30,4367;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;121;139,947;30,4582;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;122;139,667;30,4648;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;123;139,947;30,7183;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;124;139,667;30,7379;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;125;139,667;30,7832;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;126;139,667;30,8459;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;127;139,667;30,8602;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;128;139,727;30,867;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;129;139,667;30,8803;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;130;139,667;31,0902;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-444-442-46-409-415-421-559
;;131;139,667;31,1112;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;132;139,947;31,3997;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;133;139,947;31,4069;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;134;139,727;31,4576;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;135;139,947;31,6118;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;136;139,727;31,7904;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;137;139,727;31,8127;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;138;139,727;31,8263;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;139;139,947;31,868;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;140;139,727;31,9078;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;141;139,727;31,9153;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;142;139,947;31,9253;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;143;139,947;33,0469;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;144;139,947;33,0781;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-409-415-421-559
;;145;139,947;33,0856;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;146;139,947;33,2254;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;147;139,947;33,2335;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;148;139,727;33,5147;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;149;139,727;33,6068;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-1-20-111-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;150;139,727;33,6581;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;151;139,727;33,6653;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;152;139,947;33,6942;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-20-111-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;153;139,947;33,7015;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-20-111-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;154;139,727;33,7483;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-1-20-111-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;155;139,727;33,77;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;156;139,727;33,7846;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;157;139,727;33,8048;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;158;139,727;34,0126;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;159;139,947;34,0853;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;160;139,947;34,1091;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;161;139,667;34,1156;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-20-111-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;162;139,947;34,607;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;163;139,947;34,6263;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;164;139,947;34,6328;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;165;139,727;34,6618;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;166;139,947;34,8091;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;167;139,947;34,8182;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;168;139,947;35,3073;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;169;139,727;35,3834;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;170;139,727;35,4474;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;171;139,727;35,6302;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;172;139,727;35,6445;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;173;139,947;36,1257;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;174;139,667;36,7217;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;175;139,727;36,8492;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-409-415-421-559
;;176;139,727;36,8708;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;177;139,947;37,4513;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;178;139,667;38,0086;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;179;139,947;38,0705;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;180;139,947;38,121;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;181;139,727;38,1275;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;182;139,667;38,1427;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;183;139,667;38,172;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;184;139,667;38,1936;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;185;139,667;38,3239;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-442-444-46-409-415-421-559
;;186;139,667;38,3585;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;187;139,667;38,3651;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;188;139,727;38,4318;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;189;139,727;38,4635;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;190;139,727;38,4975;2691;1938;559-418-413-420-160-419-423-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;191;139,947;38,5346;2691;1938;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;192;139,727;38,7058;2691;1938;559-418-413-420-160-423-419-138-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;193;139,667;39,1705;2691;1938;559-418-413-420-138-160-419-423-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;194;139,667;39,1846;2691;1938;559-418-413-420-138-160-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;195;139,947;39,2058;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-417-111-20-1-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
;;196;139,947;39,2685;2691;1938;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-417-513-32-328-340-79-330-331-33-0-74-327-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-409-415-421-559
